question,answer
What Are The Colleges Under Jee Mains?,"JEE Mains exam is an important exam as by cracking JEE Mains, a candidate can enter into various prestigious colleges in India, these include NITs, Government funded technical institutes, a number of good private engineering colleges, IIITs and also CFTIs. In order to get admission into23 IITs a candidate has to give JEE Advanced and the candidates who gets success in JEE Mains can appear in JEE Advanced."
What is JEE?,"JEE or Joint Entrance Examination is an all India level engineering entrance examination conducted for facilitating admissions into various undergraduate technical courses offered at prestigious colleges like IITs, NITs, IIITs and more. Due to the vastness of JEE syllabus and the level of competition, it is considered as one of the toughest engineering entrance examinations. Every year JEE is conducted in two phases: JEE Mains and JEE Advanced."
What is JEE Mains?,"JEE Mains is the first phase of JEE and is conducted by CBSE every year for admissions into various undergraduate courses offered at NITs, IIITs and other GFTIs. JEE Mains is also a qualifying examination for students targeting to appear for JEE Advanced. In the year 2017 around 1.2 Million students appeared for this exam and out of which top 2,20,000 students were qualified for appearing in JEE Advanced."
What is JEE Advanced?,JEE Advanced is the second phase of JEE and conducted by IITs on a rotation basis. Students are granted admissions into various undergraduate technical courses offered at IITs and ISM on the basis of marks obtained in JEE Advanced. From the year 2018 JEE Advanced will be conducted online.
What is the eligibility criteria for JEE Mains?,"Top 2,20,000 students from JEE Mains (Paper-1) are eligible for appearing in JEE Advanced. The Students belonging to the general category should have born on or after 1st October 1993 and ST, SC and PWD candidates should have born on or after 1st October 1988. Maximum two attempts in consecutive years are allowed in JEE Advanced."
How to crack the Joint Entrance Examination (JEE)?,"JEE is one of the toughest competitive entrance exams. A candidate has to prepare for JEE with dedication as the JEE syllabus is really extensive being an amalgamation of class 11th and class 12th syllabus. With tried and tested tricks, cracking JEE would become an easy task."
How do I prepare simultaneously for JEE and board exams?,JEE Mains and 12th Board exams almost come at the same time without much gap. It restricts the student to prepare exclusively for JEE. Thus it is important to study for both board exams and JEE simultaneously.
Which books are best for JEE preparation?,"Preparation of JEE is a tough task. The syllabus is vast and there is too much to read. Added to this, there are lots of books that are available in the market which adds on to the confusion. Before starting your JEE preparations know about the right books that have to be referred for studying JEE Physics, Chemistry, and Mathematics"
How Many Times Iit Exam Can Be Given?,"Nta is conducting JEE mains  twice in a year. if a candidate has passed class 12th board exam in 2017 can give JEE mains-2019 only, next year candidate can not appear for JEE mains. if the candidate has passed 12th exam in 2018 then the candidate can appear in 2019 and 2020 JEE mains as well. and if the candidate is appearing for class 12th board exam 2019, then he/she can appear in both the sessions of JEE mains in years 2019, 2020 and 2021."
Can I get admission in IIT without jee?,"Yes, it is possible to get admission in IIT without JEE, but in other courses than B.Tech. One can enter into IITs for other courses as well through JAM (Joint Admission Test) for M.Sc., GATE (Graduate Aptitude Test in Engineering),for designing courses UCEED (Undergraduate Common Entrance Examination for Design), CEED(Common Entrance Exam for Design), HSEE (Humanities and Social Sciences Entrance Exam), CAT (Common Admission Test) for MBA in IITs. So if one has dream to enter into IITs, there are so many other ways and courses except JEE."
How 12th marks important for JEE mains?,"According to the MHRD (Ministry of Human Resource Development), the final merit list will be given by considering 40 percent weightage of qualifying exam that is 12th board exam and 60 percent weightage of JEE Mains marks. Also the candidate must secure 50 % aggregate and passed in all the five subjects taken in 12th along with Chemistry, Mathematics and Physics. JEE Mains is the eligibility criteria for appearing in JEE Advanced to get into IITs. After studies are completed and the candidate seeking a job in a company, they will definitely prefer a candidate with good academic record. Percentage of marks required for IIT is 75 percent for candidates belonging to General, OBC-NCL and 65 percent to the candidates belonging to the categories like SC, ST, PwD. So the candidate who wants to appear for IIT exam must qualify 12th with 75 percent for General, OBC category and 65 percent for other reserved categories like SC, ST, PwD.Second phase of JEE is JEE Advanced, only those candidates who are able to qualify JEE Mains will be allowed to give JEE Advanced. If got good rank in JEE Advanced, door to IITs will open. So it is important to concentrate on 11th and 12th from day one to get a very good percentage in 12th board exam."
How Many Hours Should I Study For IIT?,"Studying hours does not have a hard and fast rules, few students study for 2 hours, few 4 hours. Important thing a student has to remember whenever you are studying, you should be completely into it. While studying chemistry topic, concentrate completely on that [particular topic of chemistry, do not think about maths or physics during that time. Revision after the study is very important, keep 1 to 2 hours for solving questions which you have studied. So 4 to 5 hours study starting form 11th class will be helpful for JEE. As the exam date approaches, say 6 months from the JEE Mains, the study hours need to be increased to 8 hours. Give more focus on revision and solving last year’s JEE Mains and Advanced question papers."
Can We Join IIT After 10th?,"After completing 10th, a student is not eligible to get admission into IIT in any course. He/she has to pass 12th with 75 percent for candidates belonging to General, OBC-NCL category and 65 percent to the candidates belonging to the categories like SC, ST, PwD. So the candidate who wants to appear for IIT JEE exam must qualify 12th with 75 percent for General, OBC category and 65 percent for other reserved categories like SC, ST, PwD."
Can We Do IIT After BSc?,"After completing B.Sc., they can enter IITs and IISC Bngalore for MS/ M.Sc. through the exam JAM."
How Many Students Get IIT Admission,"Lakhs of candidates appear every year for JEE Mains from which less than half of the candidates qualify for the JEE Advanced. Around 20000 to 25000 candidates qualify, out of which only 10000 candidates get success to get seat in 23 different IITs. As the number of IITs increasing, seats in IITs also increasing. Depending on the rank secured in JEE Advanced candidates get admission in the IITs depending on the list of IITs from top to bottom. So stay focussed on the preparation for JEE and grab a seat in one of the top IITs."
Can I cheat in JEE mains?,"No, you can not cheat in JEE Mains. This exam is conducted under high security. Moreover JEE Mains will be conducted in online or computer based mode, which makes use of secured IT Softwares which prevents the leaking of question papers. Candidates appearing for JEE Mains will undergo security check at the entrance of the Examination Centre. If candidate wearing shoes and shocks has to open and get it checked by security to prevent any kind of cheating in exam hall."
Notification release,August 2019
Release of Application Form,3rd September 2019
Image correction started,13th September 2019
Last date to submit the application form,10th October 2019 (Extended)
Last date of fee submission & image uploading,11th October 2019
Application correction window,14th – 20th October 2019
Availability of Admit card,6th December 2019
JEE Main 2020 Exam,6th – 11th January 2020
Declaration of Results,31st January 2020
Answer Key,Third week of January 2020
Availability of Answer Key challenge facility,Third week of January 2020
Release of Final Answer Key,Last week of January 2020
Eligibility Criteria,"For appearing in the JEE (Main) examination there is no age limit for the candidates. The candidates who have passed class 12th / equivalent examination in 2018, 2019 or appearing in 2020 irrespective of their age can appear in JEE (Main) examination – 2020. The candidates should also satisfy themselves about their fulfilling the age limit requirements of the Institutes in which they are desirous of taking admission. The candidates must note that the IITs have an age limit / restriction, which will be published in JEE(Advanced)-2020 Information Brochure."
Medium Of Exam,"The medium of Question Paper shall be in English, Hindi and Gujarati.The option of question paper language should be exercised while filling up the Application Form and it cannot be changed at a later stage.Please note that for correctness of the questions in all the question papers, the English version will be taken as final. "
