question,answer
What is the mode of Examination forDrawing Test?,Offline
Is it necessary to upload the scanned photograph and signature?,"Candidates are advised to upload the photograph and signature in the following format 
(a) The recent photograph should be coloured or black/white (but clear contrast). 
(b) Scanned photograph and signature should be in JPG/JPEG format. 
(c) Size of scanned photograph should be between 10 kb to 200 kb. 
(d) Size of scanned signature should be between 4 kb to 30 kb. 
Note: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours. 
Photograph without name and date is also accepted but photograph should be latest 
For more details kindly read the Information Bulletin of January JEE (Main)-2020. "
When will be the Admit Card available on the website?,Printing of Admit Cards from NTA’s website on 06.12.2019
What is the compensatory timeallowed for PWD Candidate?,"The facility of Scribe/Reader/Lab Assistant should be allowed to any person with benchmark disability as defined under section 2(r) of the RPwD Act, 2016 and has limitation in writing including that of speed if so desired by him/her. 

In case of persons with benchmark disabilities in the category of blindness, Locomotor disability (both arm affected-BA) and cerebral palsy, the facility of scribe/reader/lab assistant shall be given, if so desired by the person. 
In case of other category of persons with benchmark disabilities, the provision of scribe/reader/lab assistant can be allowed on production of a certificate to the effect that the person concerned has physical limitation to write, and scribe is essential to write examination on his behalf, from the Chief Medical Officer/Civil Surgeon/Medical Superintendent of a Government health care institution as per performa at Appendix I. 

The order further allows the candidate to opt for their own scribe/reader provided the qualification of the scribe is one step below the qualification of the candidate taking the examination. The candidate with bench-mark disabilities opting for their own scribe/reader should submit details of their own scribe as per performa at Appendix II 

Twenty minutes per hour compensatory time as per duration of examination will also be allowed to the candidates who are availing the facility of scribe/reader/lab assistant. 

Important Note: The reservation policy, as announced by the government from time to time will be followed by the admitting institutes. The candidates are advised to look for the details at the time of admission. 

No change in the category will be entertained after the last date of JEE (Main)-2020 application form and no subsequent changes will be effective after declaration of JEE (Main) NTA Score 2020. 
The category entered in the JEE (Main) database by the candidate will be used by the JEE (Advanced). "
"If there is any technical fault happening during the exam, is there any compensatory time will be given to the Candidate?",YES
How can a candidate get previous year JEE (Main) NTA score Card?,
How can a candidate get previous year JEE (Main) Admit Card?,
What are the eligibility criteria for appearing in JEE (Advanced) 2020?,"All the candidates aspiring to take admission to the undergraduate programs at IITs for the year 2020 will have to appear in the B. E. /B. Tech. of JEE (Main)-2020. Based on the performance in the B. E. /B. Tech. of JEE (Main)-2020, number of top candidates as per the requirement of JEE (Advanced) (including all categories) will be eligible to appear in JEE (Advanced)-2020. 

A candidate can attempt JEE (Advanced) a maximum of two times in consecutive years irrespective of whether or not he/she passed the Qualifying Examination. The candidates, who have attempted JEE (Main) /JEE (Advanced) in 2018 or earlier, are NOT ELIGIBLE to appear in JEE (Advanced)–2020. 

The candidate who had taken admission in any institute other than IITs in 2019 is eligible to appear in JEE (Advanced)–2020 provided that the candidate satisfies other eligibility criteria. "
What is the application procedure for JEE (Advanced) 2020?,Kindly contact to Advance office.
Whether the NIOS board candidate can appear for January JEE (Main) 2020?,"Candidate passed/appearing class 12th from NIOS should select the State of Eligibility according to the State in which the study centre is located. For Indian nationals passing the Class XII (or equivalent) examination from an institution abroad, the State code of eligibility will be determined on the basis of permanent address in India as given in the passport of the candidate. "
Is it necessary to take a pwd certificate at the examination center in January JEE (Main) 2020?,YES
What is the Email id of JEE (Main)?,jeemain-nta@gov.in
What is the validity of JEE (Main) Score Card?,
What is the eligibility criteria for NRI student?,"eligibility of OCI/PIO passing Class XII (or equivalent) examination in India is at par with Indian nationals. However, OCI/PIO passing the Class XII (or equivalent) examination from an institution abroad are eligible for Other State quota seats or All India quota seats (but NOT for Home State quota seats) in all NITs, IIEST and Other-CFTI"
"In Case if we are challenging the questions, will we get the refund if the question is found to be correct?",NO
In case if any Natural Disasters occur in the city will there be any chances of re-scheduling the exam date?,A decesion will be taken by higher Authority
Will there be any chances to modify the state of eligibility after submitting the details to NTA?,"An opportunity after a week of last date will be given to the candidates who have paid their fees and completed all the steps for such corrections, if any. The Correction in particulars of Application Form will be done through website (login with Application No. & Password) only from 11.10.2019 to 17.10.2019. No correction will be allowed thereafter. It is a onetime correction facility to the candidates to avoid any hardship to them, the candidates are informed to undertake the correction(s) very carefully as no further chance will be given. Moreover any changes in the correction have to be done online & cannot be sent in the form of hard copy/email /by hand /by post. 
For more details kindly see “SCHEDULE OF EVENTS WITH DATES” of Information Bulletin of JEE (Main)-2020. 
NOTE: Use updated version of Internet Explorer/ Mozilla Firefox and good internet connection while filling online Application and fees payment. In case of continuous time out, clear cookies and history of the browser and fill in off-peak hours 
Regards, JEE (Main) Unit, 
NTA "
"Will Candidate be allowed to take any objects like cushion/Towels, Napkins etc. to the examination center?","Candidates shall maintain perfect silence and attend to their Question Paper only. Any conversation or gesture or disturbance in the Examination Room/Hall shall be deemed as misbehavior. If a candidate is found using unfair means or impersonating, his/her candidature shall be cancelled and he/she will be liable to be debarred for taking examination either permanently or for a specified period according to the nature of offence. 

Candidates are not allowed to carry any textual material, Calculators, Docu Pen, Slide Rules, Log Tables, and Electronic Watches with facilities of calculator, printed or written material, and bits of papers, mobile phone, pager or any other device, except the Admit Card and ID proof inside the Examination Room/Hall. If any candidate is in possession of any of the above item, his/her candidature will be treated as unfair means and his/her current examination will be cancelled & he/she will also be debarred for future examination(s) & the equipment will be seized. 

The Candidates, especially those who are carrying the barred items, including the metallic objects such as Kara and Kirpan etc., should report their respective Examination Centers one and half hour before the gate closing time, for ensuring timely checking/frisking and entry to the Examination Hall. 

If upon screening at the Examination Centre, it is discovered that any candidate is actually carrying, within the ‘Kara’ and ‘Kirpan’, a suspect device, he/she may be asked not to take it in the Examination Hall (as directed by the Hon’ble Delhi High Court vide its Order dated 03.05.2018). The decision of NTA on unfair means will be final and no correspondence will be entertained in this regard. "
What is the NTA CSIR UGC- NET Exam?,The Council of Scientific and Industrial Research has entrusted the responsibility of conducting CSIR UGC-NET to the NTA (National Testing Agency). NTA CSIR UGC-NET is a test being conducted for determining the eligibility for the Lectureship and Research program in Science & Technology field in order to ensure minimum standards for the entrants in the teaching profession and research. 
What is the responsibility of NTA for CSIR UGC-NET Dec 2019?,"NTA has been established as a premier, specialist, autonomous and self-sustained testing organization to conduct entrance examination (CSIR UGC NET Dec 2019) for fellowship in Indian colleges & University. CSIR UGC-NET Exam which is commonly known as National Eligibility Test is conducted by the National Testing Agency for determining the eligibility for the lectureship and Research program in Science & Technology field."
What is difference b/w NTA UGC - NET and NTA CSIR UGC - NET Exam?,"The Main difference between the UGC NET and CSIR UGC NET is that the UGC-NET Test is conducted in Humanities (including languages), Social Sciences, Forensic Science, Environmental Sciences, Computer Science and Applications and Electronic Science and the CSIR UGC-NET is for other Science subjects, namely, Life Sciences, Physical Sciences, Chemical Sciences, Mathematical Sciences and Earth Atmospheric Ocean & Planetary Sciences jointly with the UGC."
When will the Online Application form for CSIR UGC-NET Dec 2019 be available on website?,The Online Application form for CSIR UGC-NET Dec 2019 will be available from 09-09-2019 to 09-10-2019 on the csirnet.nta.nic.in website.
"When will CSIR UGC-NET, 2019 Examination be conducted?",The CSIR UGC-NET Exam would be held in the month of December on 15.12.2019 (Sunday).
How many times would the CSIR UGC-NET be conducted in a year?,The CSIR UGC-NET Exam will be conducted twice in a year in the months of December and June.
Whether the examination will be offline or online?,This will be computer-based test. This means that a candidate will sit for the exam in front of a computer
Is there any Negative Marking in the CSIR UGC-NET December 2019?,"Yes, there is Negative Marking in CSIR UGC-NET December, 2019.The negative marking is at 25% for each incorrect answer."
How can I get the CSIR UGC-NET Certificate?,"CSIR UGC-NET Certificate will be provided to those who qualify the exam. After the result declaration, successful aspirants are required to send self – attested photocopies of documents that can prove their eligibility to CSIR. CSIR will issue a qualifying certificate after verifying the documents."
What is validity of CSIR UGC-NET Certificate?,"For Junior Research Fellowship, the validity period of CSIR UGC NET score card is 3 Years and the certificate is valid for lifetime for Assistant Professor."
Will NTA reserve its discretion to fix the centre in a city which is given in the Annexure-I?,"As far as possible the candidate will be given a choice from the options offered, however NTA may need to use discretion due to administrative reasons."
How can I select the Date and Slot of Examination of CSIR UGC-NET December 2019?,There is no facility for the candidates to choose the examination dates and shifts as the selection of examination dates/shifts will be allotted by the NTA as per the availability in the four cities that you have opted for.
"In case the Photograph does not have Name and Date, would the form be rejected?","1. The Application Form will not be rejected in this case because it is not mandatory to mention the Name & Date in Photograph. Photograph should not be with cap or goggles. Spectacles are allowed if being used regularly. Polaroid and Computer-generated photos are not acceptable. 2. Applications not complying with these instructions or with unclear photographs are liable to be rejected. Candidates may please note that if it is found that photograph uploaded is fabricated i.e. de-shaped or seems to be hand-made or computer made, the form of the candidate will be rejected and the same would be considered as using unfair means and the candidate would be dealt with accordingly. 3. Candidates are advised to take 6 to 8 passport size colored photographs clear with white background. 4. The candidate should scan his/her passport size photograph for uploading. File size must be between 10 kb to 200 kb."
"In case, the Candidate has uploaded Blue Signature instead of a Black Signature in the application form of CSIR UGC-NET December 2019. Is it okay?",Your Application Form will not be rejected merely for this mistake.
Is there any helpline for CSIR UGC - NET December 2019 examination for the aspirants?,"Yes. Details are available on websitecsirnet.nta.nic.in E-mail: csirnet@nta.ac.in Queries:0120-6895200(Helpdesk Centre, NTA)"
I have no access to a computer and no experience with Computer Based Examination. How can I prepare for the exam? ,"NTA will identify schools and colleges with internet and computer facilities. The same will be designated as Test Practice Centers (TPCs) for facilitating free practice sessions on every Saturday and Sunday for CSIR UGCNET Dec, 2019 aspirants. An NTA App is also available."
"What is the syllabus for CSIR UGCNET Dec, 2019?",The syllabus and scheme of exam may be seen at CSIRHRDG Website: www.csirhrdg.res.in .
From where can previous year question papers of CSIR UGC-NET 2019 be seen?,The previous year question paper can be seen in the Mock Test Sample Question paper available on website : csirnet.nta.nic.in
Can NTA fix the examination centre in any city other than the options exercised by the candidates?,"The candidates have to select any four cities of their choice for examination of NET December,2019. The efforts will be made to allot city of examination to the candidates in order of the choice opted by them in their application form. However, this is not a guarantee."
"What are the duration/timings of CSIR UGC-NET Dec, 2019?",The detailed pattern of examination is mentioned in Information Bulletin available on website csirnet.nta.nic.in
"How to fill up ‘online’ application form for CSIR UGC-NET Dec, 2019? Are there any guidelines for the students before filling the application form?",The details regarding submission of application is available in the NTA website i.e. csirnet.nta.nic.in For more details please go through the Information Bulletin Annexure-VI (Replica of Application Form)
What action is to be taken if the candidate has opted English as a medium for examination and wants to appear in Hindi medium?,The medium should be filled while applying online however in CBT. You can also choose the medium during the examination.
Is Thumb Impression mandatory while filling CSIR UGC NET Dec 2019 application?,There is no need to upload thumb impression in online application of CSIR UGC NET Dec 2019.
"What should i do, if ‘continuous timeout’ or ‘file not found error’ occurs while filling online Application Form of CSIR UGC NET Dec 2019?",Use Mozilla Firefox/Internet Explorer (above 9.0) and good internet connection while filling application form. In case of continuous time out clear cookies and history of the browser and fill in off-peak hours.
What are the enclosures that should be attached with the confirmation page to be sent to the NTA?,Candidates are not required to send/submit any document(s) including Confirmation Page to NTA through Post/ Fax/ By Hand.
What do the candidates need to bring to the exam centre?,"The candidate is required to bring following at the examination centre (Also read the Information Bulletin carefully) :- Admit Card along with passport size photograph affixed on it. One passport size photograph to be affixed on attendance sheet. Candidates are advised not to bring any other item at the examination centres. There will be no arrangement for safe keeping of any material at the centre. Neither NTA nor centre will be responsible for any loss, delay etc."
Will any candidate be able to leave early if he finishes the test before the allocated test time?,No candidate will be allowed to leave the examination hall/room before the test concludes.
"If one does not get Admit Card, who should be contacted?",Admit cards will not be sent individually to candidates. These will be uploaded on website. Candidates need to download the Admit Card from the website only.
"How will one know the result of the CSIR UGC-NET Dec, 2019?","The result of CSIR UGC-NET Dec, 2019 will be uploaded on the website www.nta.ac.in / csirnet.nta.nic.in, as per schedule"
Can a candidate change the examination centre after allotment of roll number?,Examination Centre cannot be changed in any case
"If mistakenly during filling up of the form, wrong entries are filled in the online form, how it will be corrected?","A correction window will be opened from 15 October 2019 to 25 October 2019, no correction will be allowed thereafter. All the information (especially in category) which is filled on the date of submission of form will be considered valid and no change is allowed later."
"Can anyone cancel the application submitted for CSIR UGC – NET Dec, 2019?",Online Application forms once submitted successfully cannot be cancelled/ withdrawn.
"What is the minimum eligibility criteria/qualification for appearing in CSIR UGC-NET Dec, 2019?","JRFs are awarded each year by CSIR/UGC to those holding the required degree, with a minimum 55% marks (50% for SC/ST candidates and PH/VH candidates), and who qualify the Joint CSIR-UGC Test for Junior Research Fellowship and Eligibility for Assistant Professor - National Eligibility Test (NET) conducted by CSIR in a year. The fellowships are tenable in Universities / IITs/ Post Graduate Colleges /Government Research Establishments including those of the CSIR, Academy of Scientific & Innovative Research (AcSIR), Research & Development establishments of recognized public or private sector industrial firms and other recognized institutions. For more details, please go through the Information Bulletin."
What is the maximum age for appearing in CSIR UGC NET Exam?,"The upper age limit for applying for the award of JRF shall be 28 years, which is relaxed up to 5 years for candidates belonging to Scheduled Castes/Scheduled Tribes, Women, Physically Handicapped and OBCs. However, there is no upper age limit for those applying for Lectureship."
What is the maximum term for JRF?,The total tenure as JRF plus SRF(NET) will not exceed five years. This will include the tenure of Fellowship awarded by UGC/DST/DBT/ICMR/ICAR etc. or any other funding agency/Institution
Can I appear in the NET Exam while doing graduation? I am an Engineering Student.,"If you are in the final year of Graduation or in the First year of Master’s you can appear in the CSIR UGC NET exam but only for Junior Research Fellowship. The Engineering Students in Final Year may also apply for the JRF exam. To apply for the post of Assistant Professor, you must have a Masters’ degree."
What is the reservation criteria for seats falling under the jurisdiction of States?,It is as per State Reservation Policy.
"Can I apply for multiple subjects while filling the online application form of CSIR UGC-NET Dec, 2019? ","A candidate can fill the Application Form in only one subject. You can choose out of subjects given in the Information Bulletin (ANNEXURE-III). However, filling in the Multiple Forms will lead to cancellation of application form."
Whether the application fee excludes the Common Service charge?,The application fee would remain same except the service charges.
"How can one remit fee for CSIR UGC-NET Dec, 2019?",The examination fee for CSIR UGC-NET December 2019 can be remitted in the following manner:  Through any Debit/Credit Card using SBI/Syndicate/HDFC/ICICI on-line gateway payment facility/ Net Banking and SBI E-Challan.
"If any candidate faces any problem in remittance of fee due to failed transaction, what can he/she do?","If the payment status of online transaction (by credit/debit card) is not communicated by payment gateway in real time then fee payment is not completed and the candidate will not be able to download the Acknowledgement page. In this case, the candidate is required to pay fee again through online mode and download the acknowledgement page. The amount due to failed transaction of credit/debit card will be refunded back within 7 to 10 days to the candidates account."
"If a candidate for any reason has not appeared in the examination, is there any provision for fee refund?","No. Once the provided online application form is submitted successfully by the candidate, it cannot be withdrawn. Claims for refund of application fee will not be entertained under any circumstances."
Is Aadhaar mandatory for CSIR UGC NET Dec 2019?,"The Aadhaar number is only one of the types of identification and is not mandatory. Candidates may also enter Passport number, Ration Card number, Bank Account number or any other valid Government identity number. University photo Identity Card issued by the institution can also be considered."
What benefits do candidate gets after qualifying the CSIR UGC-NET Exam?,"The Career scope after qualifying the CSIR UGC-NET Exam:  Candidate may apply as an Assistant Professor and Lecturer in the Universities and colleges.  Candidate may go for Post-Doctoral Researches (Ph.D.)  Candidate may work in CSIR Research Laboratories  Candidate may work Work in Defense Research and Development Organization (DRDO)  Candidate may make career as Junior Research Fellow (JRF) and Senior Research Fellow (SRF) in the recognized Institute.  Candidate may work as Scientists  Candidate may work as Scientific Laboratory Technician  Candidate may work in PSUs like ISRO,IISC, TISS and BARC  Candidate may become an Author and Editor for Science subject."
Can a Non-Science Student appear in the CSIR UGC-NET Exam?,The CSIR UGC-NET Exam is conducted for Science Students. The Non Science Students can appear in the UGC NET Exam for making career in the Lectureship and Research which is scheduled separately by NTA.
When will Jee registration?,03.09.2019 to 30.09.2019 (upto 11:50pm)
what is the jee main exam dates?,03.09.2019 to 30.09.2019 (upto 11:50pm)
when will start online registarion for jee main,3rd of September
registration dates for jee main,03.09.2019 to 30.09.2019 (upto 11:50pm)
registration dates for jee,03.09.2019 to 30.09.2019 (upto 11:50pm)
what is the final date of jee,"30th september,2019"
tell me about JEE?,Joint Entrance Examination (JEE) is an engineering entrance examination conducted for admission to various engineering colleges in India. It is constituted by two different examinations - JEE Main and the JEE Advanced. The exams are of the objective pattern. JEE Advanced is regarded internationally as one of the most challenging undergraduate admission tests.
What is JEE?,Joint Entrance Examination (JEE) is an engineering entrance examination conducted for admission to various engineering colleges in India. It is constituted by two different examinations - JEE Main and the JEE Advanced. The exams are of the objective pattern. JEE Advanced is regarded internationally as one of the most challenging undergraduate admission tests.
What Is Meant By Jee Mains?,"Joint entrance examination (JEE) is an entrance exam for studying engineering in various engineering colleges, JEE mains is a qualifying qualifying exam for JEE advance, which gets admission to the candidate in the iits"
How Many Attempts Are There For JEE Mains?,"JEE Mains is a national level exam conducted to get into institutes like NITs, IIITs, and GFTIs. This exam will be conducted by National Testing Agency (NTA). It has been announced that this exam will be conducted twice in a year."
How Many Attempts Are There For JEE Mains?,"Candidate can appear for three attempts for JEE mains. This exam will be conducted two times in a year that is in January and April, so total attempts are six. Hence the students will get chance to appear three times and can try for better score in order to get the best college for engineering. It is not necessary to appear for both exams which will be held in January and April. A candidate can either give one exam or both as per his/her wish. "
Can I Give Jee Advanced After Taking Admission In Nit?,"Yes a candidate who has taken admission in nit can give JEE advanced but it becomes difficult to cope up with the syllabus of nit and preparation for JEE advanced. JEE mains is mandatory to qualify to get admissions in nits, based on the ranks in JEE mains, a candidate can take admission in various nits but to get into iits, one has to go through JEE advanced, and get success in qualifying it with very good marks"
Is There Any Negative Marking In Jee Advanced?,"Yes , JEE advanced does have negative marking in single correct answers, multiple correct answers and comprehension type as well. but there is no negative marking in the integer type questions. paper i will have single correct which will be given 3 marks per correct answer and 1 mark will be deducted for incorrect answer, multiple correct will be given 4 marks per correct answer and 2 marks will be deducted for each incorrect answer, numerical questions 3 marks will be alloted with no negative marking. same pattern will be followed for paper ii, the only difference is instead of integer type there will be comprehension type questions."
Is Jee Mains Very Tough?,"Yes it is tough, because of huge syllabus, remembering formulae, concepts, everything a student has to apply in JEE exam where time is too less to analyze a problem, solve it and most importantly to get the correct answer"
How Can I Get Admission In Iit?,"One can get admission in iits for various courses, for engineering one has to give JEE mains and JEE advanced both. except this one can enter into iits for other courses as well through jam (joint admission test) for m.sc., gate (graduate aptitude test in engineering),for designing courses uceed (undergraduate common entrance examination for design), ceed(common entrance exam for design), hsee (humanities and social sciences entrance exam), cat (common admission test) for mba in iits."
Can I Get Admission In Iit After Diploma?,One can not get admission directly in to iits after diploma like other colleges where they give admission to diploma holders in second year of b.tech or b.e. candidates who are diploma holders and want admission in iits for pursuing engineering has to give JEE mains and JEE advanced and get a high score to get top iit college.
What Is The Difference Between Iit And Jee?,"JEE stands for joint entrance exam, which is a national entrance exam for engineering course from various engineering colleges across country, iit is indian institute of technology, most prestigious colleges to study engineering, candidates who qualify JEE mains, will be applicable to appear in JEE advanced exam to get admission into iits."
How Can I Prepare For Iit Jee At Home?,"Preparation for iit JEE starts from 11th class itself, so try to understand the concepts and revise them on a regular basis, keep solving the problems based on each topic, after the student is through with the concept, try solving questions from last year iit JEE exam papers. a student can also go through study material present on various websites who works devotedly for iit JEE study material."
Which IIT Will Conduct Jee Advanced 2020?,"JEE (joint entrance exam) advanced 2020 will be conducted by prestigious IIT Delhi. JEE advanced will be held on may, 17, 2020, sunday."
Can Diploma Holders Are Eligible For Jee Main 2020?,"Yes diploma holders are eligible to appear for iit JEE 2019, but they will be considered similar to 12th passed candidates. they will not be given admission in second year of engineering in iits, diploma holders have to appear for JEE mains, qualifying which will be a eligibility criteria for JEE advanced exam which will be including two papers both the papers are compulsory."
Whether the examination will be offline or online?,This will be Computer Based Test and will be conducted through Online mode only
How Can I Appear In Jee Mains?,"A candidate should have qualified class 12th, in 2018 or 2019 or the one appearing for the 12th class exam in 2020. even diploma students who have completed their degree can appear for JEE mains, like 12th passed students."
Is Aieee And Jee Main Same?,"Yes, aieee and JEE main are same because after qualifying these exams candidates will get admission for engineering course in nits, government funded technical institutes, private institutes. these exams can not get one in to iit, in order to get admission for engineering in iits, one has to qualify JEE mains and will have to appear for JEE advanced and get success in it."
How Can I Check My JEE Mains exam Date 2020?,"Joint Entrance Exam (JEE) has been announced to be conducted in January and April in 2020. This is the first phase to enter one of the prestigious colleges of India. After qualifying JEE Mains, candidates have to options to take up. The first option is that they can take admissions in NITs, IIITs, and CFTIs. NTA will be conducting JEE Mains 2020. Candidates who have desire to appear for JEE, there is a good news because this exam will be conducted two times a year, so you have better chances to try again. A candidate can check the JEE Mains exam date, time, shift, centre by visiting the official site of JEE and then application number needs to be entered along with the password, and then click the search, the details will be displayed and take the print out for future use.  JEE Mains 2020will be conducted in various cities and states across the country. There will be 264 cities in India and 9 foreign cities where exam will be conducted. "
Is Jee And Iit Same?,"JEE stands for joint entrance exam, which is a national entrance exam for engineering course from various engineering colleges across country, iit is an institute (indian institute of technology), most prestigious colleges to study engineering, candidates who qualify JEE mains, will be applicable to appear in JEE advanced exam to get admission into iits."
What Is Difference Between Jee Main And Jee Advanced?,"JEE mains 2020 will be conducted by nta (national testing agency), this exam is conducted in january to get admissions into various government and private colleges depending upon the rank of the candidate, whereas JEE advanced is an exam conducted for 23 iits, the candidates who qualify the JEE mains can appear for JEE advance so qualifying JEE mains is the criteria to sit in JEE advanced ."
Is Jee Advanced The Toughest Exam In The World?,"Yes JEE advanced is one of the toughest exam of the world, as only five out of 100 will achieve success in JEE advanced. it is tough because of the huge syllabus of two years course of 11th and 12th, including chemistry, maths and physics. a candidate has to recall two years course during 3 hours of the exam, speed of solving questions needs to be fast so concepts and formulas must be on their tips. also it includes two phases that is JEE mains and JEE advanced, those candidates who are able to qualify JEE mains can appear for JEE advanced."
How Many Times Can We Give Jee Mains?,A candidate can give JEE mains three times. in one year a candidate can give JEE mains two times so totally one can give JEE mains six times
How Many Hours Should An Iit Aspirant Sleep?,"Getting into iit through JEE appears to be a nightmare for the candidates who are aspiring to get into iits. most of the time the students will be under pressure and stress, so they will not eat and sleep properly. few of them will continuously be sitting with books without food and sleep. one has to be crazy for the competitive exams like JEE but proper sleep and managing day is also important. brain also need proper rest in the form of sleep to grasp more. so it’s important to be healthy. hence 6-7 hours sleep is required."
Can I Give Jee Mains 3Rd Time?,"Yes, the JEE mains can be given 3rd time if failed in previous 2 years attempts, candidate must keep trying with full zeal. as he or she can get the fruitful result by working hard."
How Many Hours Should Study For IIT?,"Studying hours does not have a hard and fast rules, few students study for 2 hours, few 4 hours. one thing a student has to remember whenever you are studying, you should be completely into it. if one is studying chemistry topic so concentrate completely on that [particular topic of chemistry, do not think about maths or physics during that time. revision after the study is very important, keep 1 to 2 hours for solving questions which you have studied. so 4 to 5 hours study starting form 11th class will be helpful for JEE."
How Many Attempts Are There In IIT?,"Being an IITian is not an easy task. There are two phases in order to get into IIT. The first phase is JEE Mains and the second phase is JEE Advanced. The difficulty level of the second phase is much more than the first phase. The pattern of the questions will also be different.Candidate can give JEE Mains two times so they have better chances to do better. A candidate can appear for JEE Mains two times in a year for successively three years, hence totally six attempts are available."
How Many Hours Should You Study Everyday?,"Study hours differ from student to student, and also according to the course or competition a student studying for, for normal course 1 hour per subject will be a good strategy, whereas preparation for any competitive exam demands a proper management of time and schedule for each day. one should be regular and stick to the schedule made for each day, so for competition 6-7 hours study is mandatory."
What Percentage Is Required For IIT?,"Percentage required for iit is 75 percent for candidates belonging to general, obc-ncl and 65 percent to the candidates belonging to the categories like sc, st, pwd. so the candidate who wants to appear for iit exam must qualify 12th with 75 percent for general, obc category and 65 percent for other reserved categories like sc, st, pwd."
Are 12Th Marks Important For Jee?,"The marks that students secure is both necessary and at the same time not so crucial or important for JEE exams. Class 12 marks have no weightage in the preparation of JEE Main ranks. Students should know that the ranks will be determined based on the student’s score in the entrance exam.
However, for admission into IITs, NITs, CFTIs the score that candidates have secured in their class 12 board exam will be taken into account. In this, candidates should have passed their exam with a minimum of 75 percent and for SC/ST it should be 65 percent. Students should further be in the top 20 percentile to be eligible for admissions."
"If I am appearing for improvement in 2020, what should I enter in my class 12 marks section in the JEE Main application form?","In the JEE Main 2020 application form, you have to enter the year of passing as 2018 or 2019 - whichever year you have attempted the class 12 exam for the first time. The roll number also should be the one for that year. The improvement marks will be asked during counselling as per NTA and not for the exam."
What should my state of eligibility to be eligible under home state quota for NITs,The state of eligibility should be the same as to which state the NIT is located to be eligible for home state quota for NITs.
Can I appear for improvement in one subject in Class 12 and apply for JEE Main 2020?,"Yes you can apply for JEE Main. However, the pass percentage clause comes only for admissions during counselling. To apply to JEE Main, there is no specific pass percentage clause."
"If I fail in one subject in Class 12, can I still apply for JEE Main 2020?","If you appeared for Class 12 in 2017 but failed in the subject and are appearing in 2018, you are not eligible. However, if you appeared in 2018 and have failed in one subject, you have cleared it in 2019, you are eligible. If you have failed in 2018 and are appearing in 2020, you are eligible to appear for JEE Main 2020 examination. "
"If I appear for improvement in five subjects, which scores will be considered for JEE Main 2020?",Better of the two scores will be considered by the exam authorities
"What is the eligibility criteria to apply for NITs, IIITs and GFTIs?",He/She must obtain a minimum of 75% marks (65% for SC/ST category) or be in the top 20 percentile in class 12 or equivalent.
 I am confused regarding the state code of conduct. What is it?,"Basically, the state code of conduct is for candidates who have passed the class 12 exam from a particular state. It is just the code that has been given to a particular state."
Is there any separate eligibility requirement for international applicants?,"No, there is no such requirement. Eligibility criteria are the same for both Indian and International applicants. However, it is important to have scored marks/grades equivalent to the required percentage from a board recognized by AIU."
"If I am appearing for an improvement exam in one subject in Class 12, can I still apply online for JEE?","Yes, you can apply online for the examination. However, you must produce the mark sheet stating that you have secured 75% and above percentile (65% for SC/ ST) in QE at the time of admissions. "
Is Aadhar Card mandatory for JEE Main 2020?,No. Aadhar Card is not mandatory for JEE Main 2020. Any identification proof is sufficient for the JEE exam. 
 What are the eligibility criteria for Paper 3 of JEE Main?,Paper 3 of JEE Main 2020 is exclusively for B. Planning program. Candidates who have passed class 12 exam with mathematics with a minimum of 75% marks are eligible for the Paper 3.
 I will be appearing for the class 12 Board exam in March 2020. Am I eligible for JEE Main 2020 January Session?,Yes. Candidates appearing for the class 12 exam in 2020 are eligible for the January session of JEE Main.
What is the minimum percentage of marks required for a candidate from the reserved category? ,A candidate from the reserved category must have at least 65% marks in class 12 or equivalent qualifying exam.
 I was born in Noida but I passed 12th from Delhi. What will be my state of eligibility?,"If a candidate appears for the Class XII examination in New Delhi and is a resident of NOIDA, Uttar Pradesh, the candidate’s State code of eligibility will be that of Delhi and NOT that of Uttar Pradesh."
Will Jee Mains 2020 Be Easy?,"Cracking the competitive exams like JEE mains is an easy task by any standard. but if a candidate has done a smart study by studying the concepts of 11th and 12th chemistry, maths and physics clearly , revised them properly and practiced a lot of sample papers and last year question papers, the exam will not be a nightmare for that candidate. one more important point is to analyze the last 2-3 years question papers of JEE mains inorder to find out from which topics questions include a lot of weightage in iit mains are going to make the exam easy."
Will Jee Mains 2020 Be Online?,"Yes JEE mains will be conducted in online mode. so the candidates will have the chance to change their answers anytime during the exam, this is one of the advantage of online mode exam.JEE mains will be conducted two times in a year, first round in january 2020 and the second round will be in april 2020."
What Is The Importance Of Jee Exam?,JEE is divided into two phases- JEE mains which is the join entrance exam for getting admission into various prestigious engineering colleges (both government and private) across country. the second phase of JEE exam is JEE advanced which is given by the candidates who qualify the JEE mains and those who finally get success in JEE advanced will get admission in 23 iits for studying engineering
Is Jee Mains Very Tough?,"Yes it is tough, because of huge syllabus, remembering formulae, concepts, everything a student has to apply in JEE exam where time is too less to analyze a problem, solve it and most importantly to get the correct answer"
Who Are Eligible For Jee Advanced?,"Most important eligibility for JEE advance is to qualify JEE mains, second is the candidate who is 25 years or more can also sit for JEE advanced,candidate should have passed class 12th with a minimum passing marks. candidates belonging to general category must get 75 percent in 12th, and candidates belonging to sc,st,pwd must get 65 percent of marks in 12th board exam or any other equivalent qualifying exam."
